seller_id,Orders_Count,Average_Score,Review_Count
0x447D377BDB757058ACB569025EE18A93,1,5.000000,1
0x585175EC331EA177FA47199E39A6170A,1,5.000000,1
0xE732329483FD5F27367DD997B47F598A,1,5.000000,1
0xB76F4D90E85657A240495C876313ADC5,1,5.000000,1
0x6A3139C7BF09ECE22A4713D956ACBE5E,1,5.000000,1
0xA1040EFE9FF4A6F93C28B0499EADA8F5,1,5.000000,1
0x49F8D2EA7B718D0CE587D34207CAF2B4,1,5.000000,1
0xEDE2977FBAF3738583170735CA403F6C,1,5.000000,1
0x2235CF78D3E2073A88146A9CB60F0DD0,1,5.000000,1
0x544863DF86ED3B78A04E0820D41430EE,1,5.000000,1
0xA663D9C3797E90EAC99FF60939416A56,1,5.000000,1
0x8B181EE5518DF84F18F4E1A43FE07923,1,5.000000,1
0x0A198E95D32B1BE2DA9424C962A6EBFA,1,5.000000,1
0xCE4755084BC097113867E6454F8F5E52,1,5.000000,1
0x5305693FFAE2D3463377B1F6FE67B15A,1,5.000000,1
0xD8BF0FC082FD4A77FC2E5679B6C00133,1,5.000000,1
0xA7ECF689B40A44361E259B28939023E4,1,5.000000,1
0x7B3447B497E55AF8C15FC7BD89D7B81A,1,5.000000,1
0x51E0557BC7B86DE13E946C60EE91CE39,1,5.000000,1
0x2D20F1CD18725C91147DA0791D498022,1,5.000000,1
0x2C00C85D30361CD2CED2969CFFBBFFA3,1,5.000000,1
0x417A1E6C7321084D2A0AE0D023CFAD93,1,5.000000,1
0xFDF736C18C589ED030E058312203E1B2,1,5.000000,1
0x19A7C9F66FFA6452FF4B4C0CCA71DA27,1,5.000000,1
0x7C4402417D51474D4D0CDA9557340E40,1,5.000000,1
0x686886775C8F6B1191C7B953FB52708C,1,5.000000,1
0x00D8B143D12632BAD99C0AD66AD52825,1,5.000000,1
0xE64DDBE1CBCF4F2FC3092B7C481F3F9D,1,5.000000,1
0xF8F35AF4634605E6693C17CC3FFFF5A8,1,5.000000,1
0x7A704E63BB29C446869EFDE5D57524C8,1,5.000000,1
0xB2F4D63C7203F539A78252565CA32257,1,5.000000,1
0xC0E0B73D039EB9A99B6CE4CB7A429CD3,1,5.000000,1
0xBE67F78487E2CECB0D55BC769709E4F5,1,5.000000,1
0x0AF2AB31141893D26ACA5A404A537DAB,1,5.000000,1
0x63191EAD8D3B2F937CD1996FDCBBAD20,1,5.000000,1
0x422BE4CC81A457FDB46F47EDEB968AE5,1,5.000000,1
0xBAF15155E37EF5492731459BDC05BE8A,1,5.000000,1
0x16BDC8CEFD0E32A6F0824D296C5AD14A,1,5.000000,1
0xFB503A924A0B9DB19D83DD0AC6DBEF8C,1,5.000000,1
0x695051E2981C8B19E77CAFE450D5BDF3,1,5.000000,1
0xFE19DCE63AE80346207C6C55713D1023,1,5.000000,1
0xDB7ED69A53AA9FB1C01930BA54A88BBE,1,5.000000,1
0x45A3D05FB00435E52A28859DD03703B3,1,5.000000,1
0x50A7E551A7B3F8D37CD6E32D8BFBE5EA,1,5.000000,1
0x4450BD8327D471C4A11A83D1445B1B62,1,5.000000,1
0xB026643914F651E8371425E5B8A1E780,1,5.000000,1
0x97E50A621F8E801F4BAF69E08687C192,1,5.000000,1
0x3DED4E2D5F135CB103E5949D7263D2DD,1,5.000000,1
0xE76ECC7E9A1A1E3C6DF9D2A8261C423D,1,5.000000,1
0x3AC588CD562971392504A9E17130C40B,1,5.000000,1
0x1703BC09972DAB9782E7A9194943B69F,1,5.000000,1
0xD4F91E8BE86B38DA2EE35BC489645A9D,1,5.000000,1
0xC747D5B92C7648417FAEA95D36D763E8,1,5.000000,1
0xDCB7367A92F5FFB89F1E2152ED260285,1,5.000000,1
0x3E46A38EE171C503C3B4A3F23FE3BF0C,1,5.000000,1
0xC092292535A57DACD95A8765F5518F87,1,5.000000,1
0x41958CBD3335433C8740300E8CD600D5,1,5.000000,1
0x5E25C632F9DB6CFB8BC100421C2737B6,1,5.000000,1
0xC74F14C1E26CF1BD5BD34B6A1E274426,1,5.000000,1
0x7CF4EA70955B00D6B3C22542598E2715,1,5.000000,1
0x9FBD5666D8618FA571C4230FAFA09BD6,1,5.000000,1
0x5F57DB27027655E6C6A391601DAA0258,1,5.000000,1
0x3D2400AC620CFFA23AC81BD192F7F555,1,5.000000,1
0x9140EF75CC8211C4035935E80E567204,1,5.000000,1
0xE1BED63D68AC36FE1F3061BEFE196AF5,1,5.000000,1
0xEBD1417732DEFAF66C50B5A800EB293E,1,5.000000,1
0xD7F1CFC638473BE93BAEDBFD02208016,1,5.000000,1
0xFC4751CFE3B279C419615B9B00C1ABB4,1,5.000000,1
0x804287717B9156FB7A787ACD9AF4FAC1,1,5.000000,1
0xA9AE440659F48B7849DF83E82734150B,1,5.000000,1
0x79B93A308A97792CF53AC75F46DA00B5,1,5.000000,1
0x8936BA0DE1073EE888CB3185AE5DC661,1,5.000000,1
0x32E5635E63CB374EB63AFDD242FB6134,1,5.000000,1
0xBABCC0AB201E4C60188427CAE51A5B8B,1,5.000000,1
0x7AB0DD5487BAB2DC835337B244F689FB,1,5.000000,1
0xB5D034AC251546E25AFE9067F05C1539,1,5.000000,1
0x8FB67A334BACEC338885B4E9E1708073,1,5.000000,1
0x00AB3EFF1B5192E5F1A63BCECFEE11C8,1,5.000000,1
0x258447AAD3F7B01E2643C89F64DC5647,1,5.000000,1
0x82921991FF5B557B045605B8BBF08D49,1,5.000000,1
0x0BB27263628258B8111A0262769FA9DB,1,5.000000,1
0x47F55702F598C7C6CC8458B0FBC1C49A,2,5.000000,1
0xD3E7D37C0DF9AEF383F3F2A15B0DDDFB,1,5.000000,1
0x0B46F784306BE7200CA1700AA55D819F,1,5.000000,1
0xD9C349BEABC06AA6FF1C6D68B5E9E22E,1,5.000000,1
0x5E063E85D44B0F5C3E6EC3131103A57E,1,5.000000,1
0x53336F97DDBE53E2A617D07B17447B95,1,5.000000,1
0x4DDEB3E828550CDDC8D45C8BC36AB2D1,1,5.000000,1
0xC8771B1A10BB99BB34D3C459C5CFFB53,1,5.000000,1
0x78813699FFAC347FE27DBA345A5F1551,1,5.000000,1
0x3986C0B54F6B748B75E7BD4E092AA3E5,1,5.000000,1
0xC7246702DC991A06D788120DC7544391,1,5.000000,1
0x6561D6BF844E464B4019442692B40E02,1,5.000000,1
0xF90F77EF2799A27F80D90C425CA944F7,1,5.000000,1
0x6235903333BA7DE1928C869E268E5964,1,5.000000,1
0x8FD3B4468F6425810648177996C14CBD,1,5.000000,1
0x9D69BA0A7A626A64DC5DB08E529559CF,1,5.000000,1
0x265FDC289DFFA9F1AD801C74F7D0DE47,1,5.000000,1
0xAE9690C6E8FEE182C28C9FF8E11CA52C,1,5.000000,1
0x38F276CA6E7CC95A6D1BB55AC9E5550F,1,5.000000,1
0x2039C5E51785B5DDE7CF93CCB3B7BE2C,1,5.000000,1
0x59DE1D4C8C057C2A53ACD4CA66531AF2,1,5.000000,1
0x204B4E07BDDEF3C9B317F70189135B22,1,5.000000,1
0xFD435FAA3C0422B60440EA3480D0E77C,1,5.000000,1
0xE8FF5A6CEB895583033FC2A0F314E3C2,1,5.000000,1
0x5E106D93B717C2682B9383DA480364A1,1,5.000000,1
0xC9D2BA8DDE44A275AE06475ED1D2FAFC,1,5.000000,1
0xFA5FDC4E4BB6BD1009AD0E4AC4096562,1,5.000000,1
0x0EE4FB99AC55FFBBC98795AA01B7F8FA,1,5.000000,1
0x698624C6632EEBA1774924DBEA24C700,1,5.000000,1
0xCD233F8BFA30EBFD651F47EE7D054951,1,5.000000,1
0x7963E546F34E098B578F9AD102494601,1,5.000000,1
0x5996CDDAB893A4652A15592FB58AB8DB,1,5.000000,1
0x720E6CF846EA7572CBB66B743FB91E6C,1,5.000000,1
0x702835E4B785B67A084280EFCA355756,1,5.000000,1
0x5A9B3BCAB695173C820E53934574AE80,1,5.000000,1
0xF307937C1BB287C3EFC2A514B94B0D1D,1,5.000000,1
0x83D458C0D6D4F94295D63F091460BD60,1,5.000000,1
0xC18309219E789960ADD0B2255CA4B091,1,5.000000,1
0xD598F929FC44E1E38678E7F47250EC04,1,5.000000,1
0xE1C76F339EBD5460999F25A2AA8C92C5,1,5.000000,1
0xA99504AC23ED125AAF5302AF6CC30AF9,1,5.000000,1
