customer_unique_id,Frequency
0x2C961EE955ABB3AC9A80BABD54ED4156,2
0x2DCBFB99D95C7BA6EB992A98627F45B8,2
0xF72D1EE92D55688D07CA88506300715E,2
0xC1EF581A9AF244904429F1828F2747B8,2
0x233C8F191C45CEF30AF148A82AC70020,2
0x56E80E4B4A777631C5399E3FD0D6EE85,2
0x0A5FAB743DA859B3F10A409BBB132A5A,2
0x0B8ED32525608A907C7331B613B5B67E,2
0x951008C1C9DF3FE4FEAD603A9AFDCB3B,2
0xD92462D83762D5E5C112BCCC344119E6,2
0x8E714421B31BF0865E55BE929D99384C,2
0x3C555D15CCA5369965D1759AD9530A66,2
0x1412559410AF5E92C35E053FD6ACD006,2
0x4985C6F86AAF1460D9B6FDC74465A5A5,2
0x02FBE4DB886EB98774C8BA300D39FA79,2
0x8746F1BA2E19BCF8BC03A946A0923D78,2
0x974148F722B785F187AE13EC0040ABCF,2
0xB197F4AF65829575F2F333BD0E9FD204,2
0x75A398E43D9757A4F7D6F622AEB22C47,2
0x5709900C6DED8AF6DFB28B043943368D,2
0x82809CEE3C35EB89B4DD4D2D1A22EEDF,2
0xA79F018F214E99A7551FD6EFEA6E2C4D,2
0x84AF029E54A6F659F7ACE6F7CF0DAA68,2
0x0802A1A217680F13264A70DDB7220823,2
0x0241FA2E9ADF0576CB0F845377D05C03,2
0x1BCBECCB2851888F299CF9A5DBA8553D,2
0xA8CB771F0D1D230407948D4CE2AF5C3E,2
0xC297BB9230DC3152522D0C2B4CAA7A1A,2
0x2B174670DBEC666BBC68B6E2A4062740,2
0x191E0F453BEA7F50CE1FCD514AF38835,2
0x8BC85B1061383D0DCD4E995A726DA763,2
0xE58043C5746B4D123EDD5FE77EF48696,2
0x0C8286526BE3A0FC8F50B7267DB95035,2
0x408B1DC1BF28C3245E5ECA9097E14B9F,2
0x805E5A317F4B3E1AFCCB9DFD71287A36,2
0x8004F80E361A5EE23AADB7418A685FC2,2
0xAF70CD6337AE27DE089C616DAD39BEA0,2
0x70AA9EF908248A2EC9E03B77CE1FF357,2
0x5E0AA142DC4760E62A74C1830CBF91B1,2
0x712C4ABFD9B054E7872AAD2021A4AEE3,2
0x4E23E1826902EC9F208E8CC61329B494,2
0x79C389F4FCC007DFBD1F317F29E85030,2
0x46B061196B47DFE9318D38BAB6A40EE7,2
0x984503860D8D8DEA530666EEC07DE95C,2
0xB0BC6DE4A99007470BBDBBF5CC502EA9,2
0xA74E3F2F887F14862E34C61ED0E4C5D0,2
0x6C2F6983A60AC0DC8A9EE65579959538,2
0xE5EED5D0AFC1EE8620468918995DF9F6,2
0x231D36F5C4B238C26F449FFD98C79180,2
0xFA0EE7CEB94193FB02AA78CE3A55695A,2
0x4473C7B8DA89833FC08FCD3443FAEA81,2
0x7CB20DD79B4B5BFDA52B712000A30DE5,2
0x65571628698194DBDA526C22F5ED2317,2
0xA69D31A5F6011DF99D415808D6D640B9,2
0x0E850ED5ADC4ABE0346435EDA5B1A626,2
0x8EF9ADD628931053F28350C0AD4BC7F7,2
0x8FE4F9A0D6A47BABBD498127A9109BD1,2
0x4EF6C02126B21225E011B242F9F79C6F,2
0xE8DA63B2F86C44C750599DBE9D95B7D2,2
0xDCE6DC77C19D239BFBE9D77DD4D0EF98,2
0x78E63ED7C16B6A93BFDCEF66AD250A00,2
0x730E4B7EDE33B484516435D39AB4DC49,2
0x5B2C2B2A8D9E890DEBE309928D321F20,2
0xE5EC513F807EB586F0CB8AB492F59E13,2
0x4CFA5155CF7CFF8EB15E0B12041D058E,2
0x29D72FBA272AD06ED0B2AC6351DA042F,2
0x8F3DCA4306D5A89E4AE2C65C110603A2,2
0xB440E4B2919C01D29CEBADAF09EF7272,2
0x03EF7F03905227E15C7B6C860554B3CB,2
0x699003F10173022740145AA4AAEACCD5,2
0x9263A6FC47A37B8B71CECFEB1DEFDA4A,2
0x6A3A03F3C7AFEB25CE61700D914A841A,2
0x54ED3F082C9E7725A0E26E9E682FC825,2
0x43714F2590BCB9F935AE68073D6C34F1,2
0x8F710F0D7E8DAB5C8C1135E63B44DE7A,2
0xED91E2BCBC71D72C1D7871961A01D3E3,2
0x5908F8630BBD5A8D5984B25F85588168,2
0x544BD839B4E7F92A077C7BF2410F8B02,2
0x1650819CD492BBF4B9D189C7D4126475,2
0x78C5BAE602D6D120F6F4ED4ACBD46284,2
0xAE11AB40FAEB1F8B85F6308E052BD710,2
0xD130666A33D3681209C5C752FE56EE10,2
0xCFDAAA0CAEA59B06EFB4B0FB8C700684,2
0xCD0E1D42225B7F4CF78A382E4F57E704,2
0x6F1B9F60EA8EE748140353648C2D8D8F,2
0xFC2261AE2C583AA2E68241456A6467C8,2
0x6BB7C9AC69DC13B436F413ACEC41A1B6,2
0xD6903BC66AC9AE94D0BEC00EA5C39568,2
0x91C0ED5FDE94A56B99E4CE6D43D0D6BE,2
0x2E08911037FE7EC67377711EEE1FDBF3,2
0x983994B46A18DCE5DB8648EBF95754AF,2
0x2B952792A20F6076F6E7A9C6A27ADE02,2
0xB6216E2929ABF9261E14D2E40F9A4D17,2
0x98883B9E1D9D9C46C298C69146DB811A,2
0x1F98E3467D2B48DFB44FC12B137D3447,2
0x0C32AA09E8ECED3EA26C2A013B7B75E9,2
0x24FB2954F8C6CDB4B900ED8DB6DC88E2,2
0x7F78EF49A3EC6FF5CA63EB05BF82FEFC,2
0xE1B59A2032B34097D0C1C8D320F40832,2
0xA660768F87F5460DEAD886E622DD5741,2
0xC499023D38F0DB1BCF3DB96B3C8A5DEE,2
0x7E050832E2248C400621F6B22315D4BB,2
0x0621C2A5979D3E887AE519620CBE2926,2
0x02168EA18740A0FDAAA15F11BEBBA5DB,2
0x3A73CE6FC3B392E1CA609B5548418C36,2
0xAE53A87A257F8E54795AF6FF434E443B,2
0xD753459418D268407F19B64BE28E3C5A,2
0x27517ED34C0406FE07B3A806E33CBC10,2
0x61FE766E454D5E750B33250035B4311D,2
0x9AF2C271654A36A48BEEFE342BA6208A,2
0x846E4612BEBDEFEB3A65AA63FEE59E3A,2
0xF7471D502DD946E0A2CB6020BF076808,2
0x7C353714ED8789F928FAAA4191E85197,2
0xE45B0C7DD75287DF589A26FDB7C2FCAF,2
0x6A7E7BE8E652DA4E4777866459F9B007,2
0xAA2630EBAC79AA0C7749370B705121BC,2
0xAFD7854781CCDC3222B69421F9C7C6EE,2
0x0F10D99EE99CA3D0489F2F2169B41EC3,2
0x43F9D5ACE80C6D3C5C09544BC2FA8484,2
0x9935B7E2683DE890A208026F020E54D3,2
0xDBC19912D7A5CE777B71178146F803F8,2
0x1F9756ABD497B76EECCB492BFE91DF35,2
0xB6AA5A87F6C08E2510324EDCA009810F,2
0x8EC31BEB5C890497F1872B5986D3CC26,2
0x9BFF77A776574EDF41418DDD01BCBB4E,2
0x86B59358310B208F822E416E59C96672,2
0xECC693B513A0C362C8DA8E6BEEEB545A,2
0x21C3CB2E65B7575D9E079F7BE7987D3C,2
0x6BF558C1AAE5004B6A410C3294C5E119,2
0x43255E3DF6CDA368809BAA2FC72872C8,2
0x0F1BD80ED58B9D0F45DCA1BB396D8AC9,2
0x05EF855308303397F1427F29470BB6AB,2
0x976A39626EB2337EE3258D4AD73F1543,2
0xF113042FF356F926D517F3087D4A1BA8,2
0x156283B6CA35EF976A0265903145FD5E,2
0x10B442E762BA8A5AD22DE5BA2207E5F1,2
0x04D3C2795B83634312BF3F86F41F7901,2
0x58498D9DEC038F925F6406EBDFDC36BB,2
0x1477C54A1ABE3610E3E9AB411801CECB,2
0xDE226A12FAC20B56580D731EC8AB8623,2
0xF6B12ABD5112545273ECBDC84F6CF35F,2
0x931A4A1A3E2CF8B4B4D33922F1469DBE,2
0x13ABC50B97AF7425B5066E405D7CD760,2
0xBF429F20C75A39EAB83442CDA8E59832,2
0xAF51E8DD1C30737BA2DD0ECE8CFA294D,2
0x9B22D6FE1F74D6E1AEFEC789415EC847,2
0x25CAC425F64AE1B78C60C2AFAE3EC384,2
0xEE86C319BA988C50816CB59A863B1882,2
0xD6DA88F652FC0F69DEA0DB20393A752D,2
0x6EB453DCA2505DEF092EB261E3A3D8D0,2
0x1BA713C8258F756279A049018CE01177,2
0xD8CA95D946A44BF4AF460BC5EEA8C00F,2
0x97C0D90B4D37062C75B5F836CE3AB957,2
0xF377461B37160EA383BBB3535714BA31,2
0xA7986E0208CCA640DD67C245525231B2,2
0x523B7915F240831D06B34AB9B804A200,2
0x186638BDB0F600C9BF2BD60E4B14537C,2
0x2CA8EF8560C5CD0F9DDB65D1B1B51380,2
0x325E19085F3017B73BE3D9FD98A93301,2
0xB463AA86422087E97281B2787590FB0D,2
0x050555C26479BBB8BA0740C37E7454D0,2
0x585BA6A115792C0B0483D65E5AB1F4B6,2
0x86B0AA3ACD7E8F7427C8915780F5CD27,2
0xEABACCDE0FE3120D2CBBCFC93E2B4177,2
0x2FB6DAE4FB3A2F917940978144362CD2,2
0xBD9FAF610DE6660A02B39510406C8E9F,2
0x88F21F18F1C3152B023A22A0F42BDAB3,2
0x2587F2FBF466FF9E409952F2FEBA0005,2
0x8EC9E01DC8CBD31897A2F2116C5FBAE4,2
0xF801278DC42CE9D4773CB91AD0E21AB8,2
0x7370A0C1920F4A92E1F09463099E9B42,2
0x6E14116D3471123FCF057C203FD7E801,2
0x71F88E06EB78302859A034CD7D1877A1,2
0x7A40DA3AF7A607C7275B9B8F71D730C7,2
0xDCA9A13536ADCEF18C6C5859487347B1,2
0xC130BF40AA6D3BDB444B04A8D78ADF5A,2
0x15A38A0C1BF789E06EC42D24E485E794,2
0x17A2D93CB1AAB45E3D21D5EBA7DAAED2,2
0xD44F553A3663A6323C901CF1F0A47C87,2
0x729089B44985B34915DECF7117D8FC2C,2
0xDF5FF0C899DD19ED568E3E0F716CBE20,2
0xEF309784561FED416FF25E05DDFE495E,2
0x1772D62F5099BE6942FBB3D3E881CC7C,2
0xDD47740F3C285D15D8C9C72FC204E78A,2
0xE3A07A2FCE775F67BCF06E6278807608,2
0x3E47025034C5A31CFF56168AC0519F1F,2
0x4A875173BFB6A79BC80ADE998B70132E,2
